u,i,ts,label,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10
1,0,10660,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,10660,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,2,10660,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,10660,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,2,10660,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,2,10660,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,2,10660,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,10664,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,10664,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,10664,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,2,10664,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,10664,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,2,10664,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,2,10664,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,2,10664,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,10668,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,10668,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,10668,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,2,10668,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,10668,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,2,10668,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,10668,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10668,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10672,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,10672,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,5,10672,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2,10672,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,10672,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,5,10672,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,10672,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10672,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10676,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,10676,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,10676,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,10676,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,10676,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,5,10676,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,10676,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10676,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10680,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10680,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10680,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,10680,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,10680,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10680,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,10680,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10680,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10684,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10684,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10684,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,5,10684,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,10684,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10684,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,10684,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,10684,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10688,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10688,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10688,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,5,10688,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,10688,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,10688,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,4,10688,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,10688,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10692,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10692,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10692,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10692,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10692,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2,10692,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,10692,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,3,10692,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,10696,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10696,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10696,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10696,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10696,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,10696,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,10696,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,4,10696,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,10700,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10700,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10700,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10700,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10700,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,10700,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,10700,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,4,10700,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,10704,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10704,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,10704,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,10704,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10704,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10704,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,10704,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10704,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10708,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10708,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,10708,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,10708,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10708,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10708,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,10708,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10708,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10712,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10712,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,10712,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3,10712,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,10712,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10712,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,2,10712,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,2,10712,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,5,10716,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,10716,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,10716,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,4,10716,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,10716,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,10716,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,4,10716,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,4,10716,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,5,10720,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,10720,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,10720,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,5,10720,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,5,10720,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,5,10720,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,4,10720,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,4,10720,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,10724,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,10724,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,5,10724,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,5,10724,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,5,10724,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,5,10724,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,10724,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,10724,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,10728,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,10728,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,10728,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10728,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,10728,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,5,10728,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,10728,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10728,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10732,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10732,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10732,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10732,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,10732,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2,10732,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,10732,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10732,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10736,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10736,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10736,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10736,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,10736,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2,10736,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,10736,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10736,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,4,10740,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,10740,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10740,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10740,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10740,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10740,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,5,10740,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,0,10740,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,10744,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,10744,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10744,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10744,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10744,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10744,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,2,10744,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,0,10744,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,10748,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3,10748,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,10748,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,5,10748,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,4,10748,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,10748,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,10748,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,4,10748,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,10752,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10752,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10752,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10752,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,10752,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,2,10752,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,10752,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10752,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10756,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,10756,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,4,10756,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,10756,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,10756,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,2,10756,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,10756,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10756,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10760,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,10760,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,10760,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,10760,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10760,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10760,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,10760,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,10760,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10764,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,10764,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,5,10764,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,1,10764,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,0,10764,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10764,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,10764,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,10764,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10768,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,10768,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,10768,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,10768,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,0,10768,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10768,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,10768,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,5,10768,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,10772,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,10772,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,10772,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10772,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10772,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,4,10772,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,5,10772,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,5,10772,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,10776,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10776,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,10776,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10776,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,10776,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,4,10776,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,10776,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,10776,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,10780,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,10780,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,10780,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10780,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10780,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10780,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,10780,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,10780,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,10784,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,10784,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,10784,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10784,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10784,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10784,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,10784,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,10784,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10788,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,10788,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,10788,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10788,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10788,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10788,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,10788,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,10788,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10792,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,10792,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,10792,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,10792,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10792,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,10792,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,10792,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,10792,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10796,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,10796,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,4,10796,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,10796,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,10796,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,4,10796,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,4,10796,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,10796,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10800,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,10800,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,10800,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,10800,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
